,drugname1,drugname2,cell_line,synergy,fold
8824,CARBOPLATIN,ERLOTINIB,NCIH2122,12.0484571669,6
8825,CARBOPLATIN,L778123,NCIH2122,1.0729085084,9
8826,CARBOPLATIN,MK-4827,NCIH2122,6.434044547999999,3
8827,CARBOPLATIN,MK-8669,NCIH2122,10.7236678573,7
8828,CARBOPLATIN,ZOLINZA,NCIH2122,1.1110109017,1
8829,CYCLOPHOSPHAMIDE,ABT-888,NCIH2122,4.7747569736,6
8830,CYCLOPHOSPHAMIDE,AZD1775,NCIH2122,6.723657226,2
8831,CYCLOPHOSPHAMIDE,BEZ-235,NCIH2122,15.2425708159,3
8832,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH2122,27.7569290443,8
8833,CYCLOPHOSPHAMIDE,DINACICLIB,NCIH2122,6.8154205277,1
8834,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH2122,5.4168465858,7
8835,CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH2122,6.8166471457,0
8836,CYCLOPHOSPHAMIDE,L778123,NCIH2122,7.631749299,1
8837,CYCLOPHOSPHAMIDE,MK-2206,NCIH2122,7.4975776242,3
8838,CYCLOPHOSPHAMIDE,MK-4827,NCIH2122,10.5451317132,7
8839,CYCLOPHOSPHAMIDE,MK-5108,NCIH2122,9.2745993413,4
8840,CYCLOPHOSPHAMIDE,MK-8669,NCIH2122,14.0877326732,9
8841,CYCLOPHOSPHAMIDE,PD325901,NCIH2122,4.4413331582,4
8842,CYCLOPHOSPHAMIDE,SORAFENIB,NCIH2122,6.874147284199999,5
8843,CYCLOPHOSPHAMIDE,SUNITINIB,NCIH2122,11.8440793165,4
8844,CYCLOPHOSPHAMIDE,ZOLINZA,NCIH2122,13.4751098797,9
8845,DASATINIB,BEZ-235,NCIH2122,5.2166953522,6
8846,DASATINIB,SORAFENIB,NCIH2122,9.2636785051,4
8847,DEXAMETHASONE,AZD1775,NCIH2122,12.6992664061,8
8848,DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.2349831399,4
8849,DEXAMETHASONE,DINACICLIB,NCIH2122,8.0870847968,5
8850,DEXAMETHASONE,MK-4827,NCIH2122,13.9621540321,5
8851,DEXAMETHASONE,SORAFENIB,NCIH2122,3.4442701727,1
8852,DEXAMETHASONE,SUNITINIB,NCIH2122,14.8039617693,9
8853,DEXAMETHASONE,ZOLINZA,NCIH2122,4.9835866355,7
8854,DOXORUBICIN,BEZ-235,NCIH2122,3.3687396597,6
8855,DOXORUBICIN,DINACICLIB,NCIH2122,0.8836829348,4
8856,DOXORUBICIN,ERLOTINIB,NCIH2122,21.061800577,1
8857,DOXORUBICIN,LAPATINIB,NCIH2122,5.7268359186,6
8858,DOXORUBICIN,MK-2206,NCIH2122,13.7298490469,1
8859,DOXORUBICIN,ZOLINZA,NCIH2122,4.3597042336000005,4
8860,ERLOTINIB,ABT-888,NCIH2122,1.0025512178,1
8861,ERLOTINIB,DINACICLIB,NCIH2122,20.2544563895,8
8862,ERLOTINIB,GELDANAMYCIN,NCIH2122,14.0081981502,1
8863,ERLOTINIB,SORAFENIB,NCIH2122,6.217734870399999,0
8864,ETOPOSIDE,ABT-888,NCIH2122,14.8261133829,9
8865,ETOPOSIDE,AZD1775,NCIH2122,7.340765519,9
8866,ETOPOSIDE,BEZ-235,NCIH2122,9.5338159776,9
8867,ETOPOSIDE,DINACICLIB,NCIH2122,3.4521256678,2
8868,ETOPOSIDE,MK-4827,NCIH2122,18.3842378416,3
8869,ETOPOSIDE,MK-8669,NCIH2122,15.172897751,1
8870,ETOPOSIDE,MK-8776,NCIH2122,1.9437649679,0
8871,ETOPOSIDE,PD325901,NCIH2122,27.0184105022,7
8872,ETOPOSIDE,SUNITINIB,NCIH2122,2.4332323728,2
8873,ETOPOSIDE,ZOLINZA,NCIH2122,18.8089245037,6
8874,GELDANAMYCIN,BEZ-235,NCIH2122,3.2436951747000005,3
8875,GELDANAMYCIN,DINACICLIB,NCIH2122,2.2021906504,1
8876,GELDANAMYCIN,OXALIPLATIN,NCIH2122,1.6670340111000002,9
8877,GELDANAMYCIN,SN-38,NCIH2122,0.9954284476,7
8878,GELDANAMYCIN,SORAFENIB,NCIH2122,0.8553862323,1
8879,GEMCITABINE,ABT-888,NCIH2122,6.3009124017,7
8880,GEMCITABINE,AZD1775,NCIH2122,2.4578699788000007,5
8881,GEMCITABINE,BEZ-235,NCIH2122,6.0938134626,2
8882,GEMCITABINE,DASATINIB,NCIH2122,7.648343964199999,4
8883,GEMCITABINE,ERLOTINIB,NCIH2122,19.745418761,9
8884,GEMCITABINE,LAPATINIB,NCIH2122,12.5518682598,2
8885,GEMCITABINE,MK-2206,NCIH2122,15.7479739319,7
8886,GEMCITABINE,MK-4827,NCIH2122,6.0416086051,8
8887,GEMCITABINE,MK-8669,NCIH2122,10.745147086,8
8888,GEMCITABINE,MK-8776,NCIH2122,18.351348445600003,2
8889,GEMCITABINE,PD325901,NCIH2122,14.1662739145,4
8890,GEMCITABINE,SUNITINIB,NCIH2122,1.5831505973,6
8891,GEMCITABINE,TEMOZOLOMIDE,NCIH2122,3.603695953,6
8892,L778123,ABT-888,NCIH2122,10.5675559831,5
8893,L778123,DINACICLIB,NCIH2122,10.4852772577,5
8894,L778123,ERLOTINIB,NCIH2122,15.9285591379,7
8895,L778123,ETOPOSIDE,NCIH2122,4.3909654188,0
8896,L778123,GELDANAMYCIN,NCIH2122,13.8199421887,6
8897,L778123,LAPATINIB,NCIH2122,10.4853925042,7
8898,L778123,MK-2206,NCIH2122,26.1149645328,4
8899,L778123,MK-4827,NCIH2122,17.035278098499997,5
8900,L778123,MK-5108,NCIH2122,0.0746734377,0
8901,L778123,OXALIPLATIN,NCIH2122,7.8474964554,3
8902,L778123,SN-38,NCIH2122,8.3838421542,2
8903,L778123,SORAFENIB,NCIH2122,1.4565406366,9
8904,L778123,SUNITINIB,NCIH2122,9.7022625586,2
8905,L778123,TEMOZOLOMIDE,NCIH2122,0.1130284878,5
8906,L778123,TOPOTECAN,NCIH2122,11.4754421728,6
8907,L778123,ZOLINZA,NCIH2122,21.3419240912,3
8908,LAPATINIB,BORTEZOMIB,NCIH2122,7.9367832403,1
8909,LAPATINIB,DINACICLIB,NCIH2122,19.0097329474,5
8910,LAPATINIB,ERLOTINIB,NCIH2122,14.5974794619,4
8911,LAPATINIB,GELDANAMYCIN,NCIH2122,17.8376930552,6
8912,LAPATINIB,MK-4827,NCIH2122,16.5358384171,5
8913,LAPATINIB,SORAFENIB,NCIH2122,14.8848517534,3
8914,LAPATINIB,TOPOTECAN,NCIH2122,20.9625139325,8
8915,METFORMIN,BEZ-235,NCIH2122,11.9086064461,4
8916,METFORMIN,BORTEZOMIB,NCIH2122,0.3489939936999999,6
8917,METFORMIN,DINACICLIB,NCIH2122,4.6033972267,9
8918,METFORMIN,ERLOTINIB,NCIH2122,1.3676740616999998,2
8919,METFORMIN,L778123,NCIH2122,6.5307264796,8
8920,METFORMIN,LAPATINIB,NCIH2122,2.3810917585,5
8921,METFORMIN,MK-4827,NCIH2122,7.930717273,7
8922,METFORMIN,MK-5108,NCIH2122,3.0756539757,6
8923,METFORMIN,MK-8669,NCIH2122,3.2140045642,3
8924,METFORMIN,SORAFENIB,NCIH2122,7.1859755276,5
8925,METFORMIN,SUNITINIB,NCIH2122,3.9722643824,4
8926,METFORMIN,ZOLINZA,NCIH2122,5.5460675749,3
8927,METHOTREXATE,ABT-888,NCIH2122,7.799980558500001,7
8928,METHOTREXATE,DASATINIB,NCIH2122,13.9728080356,3
8929,METHOTREXATE,DINACICLIB,NCIH2122,4.2709920311000005,8
8930,METHOTREXATE,MK-4827,NCIH2122,4.8245295125,3
8931,MITOMYCINE,ABT-888,NCIH2122,0.2404917277,5
8932,MITOMYCINE,BEZ-235,NCIH2122,12.8023704498,8
8933,MITOMYCINE,LAPATINIB,NCIH2122,13.892586247,7
8934,MITOMYCINE,MK-2206,NCIH2122,14.7172416338,3
8935,MITOMYCINE,MK-8669,NCIH2122,2.3777173708,4
8936,MITOMYCINE,MK-8776,NCIH2122,1.1209909383,6
8937,MITOMYCINE,PD325901,NCIH2122,8.0766485415,6
8938,MITOMYCINE,ZOLINZA,NCIH2122,15.6487428998,0
8939,MK-2206,ABT-888,NCIH2122,11.7346933243,9
8940,MK-2206,BORTEZOMIB,NCIH2122,12.3038789298,7
8941,MK-2206,DINACICLIB,NCIH2122,22.1597146506,1
8942,MK-2206,GELDANAMYCIN,NCIH2122,18.0833194877,7
8943,MK-2206,SN-38,NCIH2122,28.111544940100003,3
8944,MK-2206,SORAFENIB,NCIH2122,17.4417546218,1
8945,MK-2206,TOPOTECAN,NCIH2122,29.2997603953,8
8946,MK-4541,5-FU,NCIH2122,7.611036210499999,0
8947,MK-4541,BEZ-235,NCIH2122,15.019540217,8
8948,MK-4541,BORTEZOMIB,NCIH2122,24.9118537483,6
8949,MK-4541,CARBOPLATIN,NCIH2122,3.2647912513,2
8950,MK-4541,DEXAMETHASONE,NCIH2122,9.381140476,6
8951,MK-4541,DINACICLIB,NCIH2122,2.2143481206,9
8952,MK-4541,DOXORUBICIN,NCIH2122,11.6965353972,8
8953,MK-4541,ERLOTINIB,NCIH2122,13.5413059415,9
8954,MK-4541,ETOPOSIDE,NCIH2122,17.4148085667,0
8955,MK-4541,GELDANAMYCIN,NCIH2122,12.0912590496,7
8956,MK-4541,GEMCITABINE,NCIH2122,5.7518406217,0
8957,MK-4541,L778123,NCIH2122,12.0087976357,9
8958,MK-4541,LAPATINIB,NCIH2122,8.8261036904,8
8959,MK-4541,METHOTREXATE,NCIH2122,2.0622134335,2
8960,MK-4541,MITOMYCINE,NCIH2122,2.6939007784,4
8961,MK-4541,MK-2206,NCIH2122,22.6543370045,2
8962,MK-4541,MK-4827,NCIH2122,14.0458910301,5
8963,MK-4541,MK-5108,NCIH2122,7.0220649782,5
8964,MK-4541,MK-8669,NCIH2122,0.6866950041,1
8965,MK-4541,MRK-003,NCIH2122,0.6866145470999999,2
8966,MK-4541,OXALIPLATIN,NCIH2122,3.5844541859,3
8967,MK-4541,PD325901,NCIH2122,7.8571587961,7
8968,MK-4541,SN-38,NCIH2122,9.8754901684,3
8969,MK-4541,SORAFENIB,NCIH2122,3.4715427582,5
8970,MK-4541,SUNITINIB,NCIH2122,7.0290183694,7
8971,MK-4541,TOPOTECAN,NCIH2122,16.317808499999998,0
8972,MK-4541,ZOLINZA,NCIH2122,22.524596144,6
8973,MK-4827,BEZ-235,NCIH2122,14.8936563075,1
8974,MK-4827,BORTEZOMIB,NCIH2122,21.4552313145,5
8975,MK-4827,DINACICLIB,NCIH2122,10.5022199575,6
8976,MK-4827,ERLOTINIB,NCIH2122,20.4012692523,3
8977,MK-4827,GELDANAMYCIN,NCIH2122,7.423514473099999,8
8978,MK-4827,MK-8669,NCIH2122,28.8294682458,6
8979,MK-4827,OXALIPLATIN,NCIH2122,4.9488834749,5
8980,MK-4827,PD325901,NCIH2122,14.0562322772,3
8981,MK-4827,SN-38,NCIH2122,2.2297388634,4
8982,MK-4827,SORAFENIB,NCIH2122,4.0469305244,0
8983,MK-4827,TOPOTECAN,NCIH2122,14.3504128718,4
8984,MK-5108,ABT-888,NCIH2122,16.1079395935,7
8985,MK-5108,MK-2206,NCIH2122,5.2153811664,0
8986,MK-5108,MK-4827,NCIH2122,26.3588346926,8
8987,MK-8669,DINACICLIB,NCIH2122,9.8277474949,3
8988,MK-8669,GELDANAMYCIN,NCIH2122,9.2381001542,5
8989,MK-8669,SN-38,NCIH2122,7.552779850299999,9
8990,MK-8669,SORAFENIB,NCIH2122,14.4367476851,5
8991,MK-8669,TOPOTECAN,NCIH2122,10.6005946321,4
8992,MRK-003,BEZ-235,NCIH2122,25.783834092800003,0
8993,MRK-003,BORTEZOMIB,NCIH2122,14.1013572661,8
8994,MRK-003,CYCLOPHOSPHAMIDE,NCIH2122,1.519097066,2
8995,MRK-003,METFORMIN,NCIH2122,3.334547043,0
8996,MRK-003,METHOTREXATE,NCIH2122,3.5604197118000003,1
8997,MRK-003,MK-2206,NCIH2122,21.1648753562,8
8998,MRK-003,MK-4827,NCIH2122,17.1762616778,4
8999,MRK-003,MK-8669,NCIH2122,2.4134938551,2
9000,MRK-003,PD325901,NCIH2122,13.6057871932,1
9001,MRK-003,SN-38,NCIH2122,6.7551771761,0
9002,MRK-003,SORAFENIB,NCIH2122,16.606469625,2
9003,MRK-003,SUNITINIB,NCIH2122,12.7369656937,1
9004,MRK-003,TOPOTECAN,NCIH2122,7.310674819,0
9005,MRK-003,ZOLINZA,NCIH2122,11.9091632899,7
9006,OXALIPLATIN,DINACICLIB,NCIH2122,0.4229446003,0
9007,PACLITAXEL,MK-2206,NCIH2122,1.2590814576,8
9008,PD325901,DINACICLIB,NCIH2122,8.2963173414,1
9009,PD325901,GELDANAMYCIN,NCIH2122,18.5135234398,5
9010,PD325901,MK-8669,NCIH2122,24.4149087848,7
9011,PD325901,OXALIPLATIN,NCIH2122,0.1512131663,4
9012,PD325901,SN-38,NCIH2122,8.836380070399999,9
9013,PD325901,TOPOTECAN,NCIH2122,20.5217859996,1
9014,SN-38,SORAFENIB,NCIH2122,3.5933247878,7
9015,SUNITINIB,ABT-888,NCIH2122,7.5961113832,4
9016,SUNITINIB,BEZ-235,NCIH2122,24.6515169227,6
9017,SUNITINIB,BORTEZOMIB,NCIH2122,5.4820163711,4
9018,SUNITINIB,DASATINIB,NCIH2122,1.1907032612,9
9019,SUNITINIB,DINACICLIB,NCIH2122,7.8686439061,8
9020,SUNITINIB,ERLOTINIB,NCIH2122,21.3943181686,0
9021,SUNITINIB,LAPATINIB,NCIH2122,26.2153034349,7
9022,SUNITINIB,MK-2206,NCIH2122,14.6688227675,2
9023,SUNITINIB,MK-4827,NCIH2122,10.7698039177,4
9024,SUNITINIB,PD325901,NCIH2122,15.483191237,0
9025,SUNITINIB,SN-38,NCIH2122,3.8301297093,2
9026,SUNITINIB,TEMOZOLOMIDE,NCIH2122,4.6999725008,0
9027,SUNITINIB,TOPOTECAN,NCIH2122,1.2839082539,2
9028,TEMOZOLOMIDE,ABT-888,NCIH2122,8.7421296829,2
9029,TEMOZOLOMIDE,AZD1775,NCIH2122,3.1221925841000004,0
9030,TEMOZOLOMIDE,BEZ-235,NCIH2122,6.7386223971,5
9031,TEMOZOLOMIDE,ERLOTINIB,NCIH2122,9.307342485,9
9032,TEMOZOLOMIDE,LAPATINIB,NCIH2122,7.7986326781,5
9033,TEMOZOLOMIDE,MK-8669,NCIH2122,21.5588668521,3
9034,TEMOZOLOMIDE,TOPOTECAN,NCIH2122,5.0422655773,3
9035,TOPOTECAN,BEZ-235,NCIH2122,18.3402793062,8
9036,TOPOTECAN,DINACICLIB,NCIH2122,6.1128421138,9
9037,TOPOTECAN,MK-8776,NCIH2122,0.0327712339999999,8
9038,TOPOTECAN,SORAFENIB,NCIH2122,0.3207750585,8
9039,VINBLASTINE,L778123,NCIH2122,14.7360026983,9
9040,VINBLASTINE,MK-4827,NCIH2122,17.9384055335,7
9041,VINBLASTINE,SORAFENIB,NCIH2122,0.2675670109,2
9042,VINBLASTINE,SUNITINIB,NCIH2122,4.9685322615,1
9043,ZOLINZA,ABT-888,NCIH2122,13.088026202,5
9044,ZOLINZA,BEZ-235,NCIH2122,25.38214663,9
9045,ZOLINZA,BORTEZOMIB,NCIH2122,6.1777086772,9
9046,ZOLINZA,GEMCITABINE,NCIH2122,5.5417327459,6
9047,ZOLINZA,LAPATINIB,NCIH2122,12.849509689,8
9048,ZOLINZA,MK-4827,NCIH2122,14.3178848835,2
9049,ZOLINZA,MK-5108,NCIH2122,5.6012524853,4
9050,ZOLINZA,MK-8669,NCIH2122,22.6220056225,5
9051,ZOLINZA,MK-8776,NCIH2122,3.7171089646,4
9052,ZOLINZA,OXALIPLATIN,NCIH2122,11.0474376883,7
9053,ZOLINZA,PD325901,NCIH2122,8.2153041138,9
9054,ZOLINZA,SN-38,NCIH2122,15.5198082908,2
9055,ZOLINZA,SUNITINIB,NCIH2122,1.4044583073,8
9056,ZOLINZA,TOPOTECAN,NCIH2122,22.9555956245,1
9057,5-FU,BORTEZOMIB,NCIH2122,-16.6962656751,7
9058,5-FU,DASATINIB,NCIH2122,-31.1947195955,2
9059,5-FU,GELDANAMYCIN,NCIH2122,-2.6927348532,8
9060,5-FU,MK-5108,NCIH2122,-1.7886402574,4
9061,5-FU,SORAFENIB,NCIH2122,-3.7688232307,0
9062,5-FU,TEMOZOLOMIDE,NCIH2122,-4.9764338356,0
9063,ABT-888,MK-8776,NCIH2122,-7.600734918500001,3
9064,ABT-888,TOPOTECAN,NCIH2122,-5.0197988695,5
9065,AZD1775,ABT-888,NCIH2122,-4.0035971525,7
9066,AZD1775,BEZ-235,NCIH2122,-2.4535868551,6
9067,AZD1775,BORTEZOMIB,NCIH2122,-16.2693811328,9
9068,AZD1775,DASATINIB,NCIH2122,-29.14558342165,1
9069,AZD1775,DINACICLIB,NCIH2122,-11.4558726044,8
9070,AZD1775,GELDANAMYCIN,NCIH2122,-11.4391414821,3
9071,AZD1775,MK-5108,NCIH2122,-15.7842728736,0
9072,AZD1775,OXALIPLATIN,NCIH2122,-8.8805591991,1
9073,AZD1775,SN-38,NCIH2122,-80.17199575779999,0
9074,AZD1775,SORAFENIB,NCIH2122,-8.8301578991,5
9075,BEZ-235,MK-8776,NCIH2122,-5.3581873897,3
9076,BORTEZOMIB,BEZ-235,NCIH2122,-2.7964612805,4
9077,BORTEZOMIB,DASATINIB,NCIH2122,-44.7851957534,3
9078,BORTEZOMIB,DINACICLIB,NCIH2122,-25.366993260900003,2
9079,BORTEZOMIB,GELDANAMYCIN,NCIH2122,-25.0631852128,1
9080,BORTEZOMIB,MK-8776,NCIH2122,-44.4573198675,0
9081,BORTEZOMIB,SN-38,NCIH2122,-3.1706248038,8
9082,BORTEZOMIB,SORAFENIB,NCIH2122,-14.7945422416,6
9083,BORTEZOMIB,TOPOTECAN,NCIH2122,-8.7765820691,2
9084,CARBOPLATIN,AZD1775,NCIH2122,-2.8559478215,6
9085,CARBOPLATIN,DASATINIB,NCIH2122,-68.8280159838,3
9086,CARBOPLATIN,DINACICLIB,NCIH2122,-6.4705489798,0
9087,CARBOPLATIN,GELDANAMYCIN,NCIH2122,-13.8289440902,9
9088,CARBOPLATIN,LAPATINIB,NCIH2122,-4.6959553188,2
9089,CARBOPLATIN,MK-2206,NCIH2122,-1.5730561263,6
9090,CARBOPLATIN,MK-5108,NCIH2122,-10.4698957,6
9091,CARBOPLATIN,MK-8776,NCIH2122,-12.7860747608,2
9092,CARBOPLATIN,PD325901,NCIH2122,-11.1190135986,1
9093,CARBOPLATIN,SORAFENIB,NCIH2122,-13.316542336,3
9094,CARBOPLATIN,SUNITINIB,NCIH2122,-0.4921545518,9
9095,CARBOPLATIN,TEMOZOLOMIDE,NCIH2122,-18.4284188168,6
9096,CYCLOPHOSPHAMIDE,DASATINIB,NCIH2122,-48.3772955559,9
9097,CYCLOPHOSPHAMIDE,LAPATINIB,NCIH2122,-2.9583699089,3
9098,CYCLOPHOSPHAMIDE,MK-8776,NCIH2122,-10.5008566733,7
9099,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH2122,-0.6782741289,1
9100,DASATINIB,ABT-888,NCIH2122,-46.3672179349,6
9101,DASATINIB,DINACICLIB,NCIH2122,-22.6165921404,2
9102,DASATINIB,GELDANAMYCIN,NCIH2122,-5.772702014299999,3
9103,DASATINIB,MK-8669,NCIH2122,-40.1470159777,8
9104,DASATINIB,MK-8776,NCIH2122,-35.760481396550006,1
9105,DASATINIB,OXALIPLATIN,NCIH2122,-61.8275678008,7
9106,DASATINIB,SN-38,NCIH2122,-29.043230585,0
9107,DASATINIB,TOPOTECAN,NCIH2122,-29.805065273,1
9108,DEXAMETHASONE,ABT-888,NCIH2122,-3.775623773,3
9109,DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.2743723208,7
9110,DEXAMETHASONE,L778123,NCIH2122,-1.3471402636,4
9111,DEXAMETHASONE,MK-5108,NCIH2122,-8.4448637532,9
9112,DEXAMETHASONE,MK-8776,NCIH2122,-3.4062575333,4
9113,DEXAMETHASONE,TEMOZOLOMIDE,NCIH2122,-4.297961694700001,5
9114,DINACICLIB,MK-8776,NCIH2122,-22.2340375369,4
9115,DOXORUBICIN,ABT-888,NCIH2122,-6.2088992597,9
9116,DOXORUBICIN,AZD1775,NCIH2122,-5.3280301005,6
9117,DOXORUBICIN,BORTEZOMIB,NCIH2122,-24.855991846,4
9118,DOXORUBICIN,DASATINIB,NCIH2122,-45.5273857455,8
9119,DOXORUBICIN,GELDANAMYCIN,NCIH2122,-9.2191542971,4
9120,DOXORUBICIN,L778123,NCIH2122,-8.819110719600001,5
9121,DOXORUBICIN,MK-4827,NCIH2122,-7.2780900184,5
9122,DOXORUBICIN,MK-5108,NCIH2122,-18.3343072711,1
9123,DOXORUBICIN,MK-8669,NCIH2122,-4.8381543922,9
9124,DOXORUBICIN,MK-8776,NCIH2122,-12.514938376199998,7
9125,DOXORUBICIN,PD325901,NCIH2122,-2.1017712106,6
9126,DOXORUBICIN,SORAFENIB,NCIH2122,-12.7907023705,4
9127,DOXORUBICIN,SUNITINIB,NCIH2122,-4.384007835299999,1
9128,DOXORUBICIN,TEMOZOLOMIDE,NCIH2122,-11.3086723992,6
9129,ERLOTINIB,BORTEZOMIB,NCIH2122,-3.4257373886,1
9130,ERLOTINIB,DASATINIB,NCIH2122,-6.5472391823,4
9131,ERLOTINIB,MK-8776,NCIH2122,-2.554158487,1
9132,ERLOTINIB,OXALIPLATIN,NCIH2122,-11.6633686308,8
9133,ETOPOSIDE,BORTEZOMIB,NCIH2122,-11.9950708298,1
9134,ETOPOSIDE,DASATINIB,NCIH2122,-55.138052142,0
9135,ETOPOSIDE,GELDANAMYCIN,NCIH2122,-0.4381114019,9
9136,ETOPOSIDE,MK-5108,NCIH2122,-6.8762382048,9
9137,ETOPOSIDE,SORAFENIB,NCIH2122,-0.7878329568000001,9
9138,ETOPOSIDE,TEMOZOLOMIDE,NCIH2122,-5.7409903851,2
9139,GELDANAMYCIN,MK-8776,NCIH2122,-17.7277373525,3
9140,GELDANAMYCIN,TOPOTECAN,NCIH2122,-6.2166536292,1
9141,GEMCITABINE,BORTEZOMIB,NCIH2122,-12.2262778453,0
9142,GEMCITABINE,DINACICLIB,NCIH2122,-3.4004115771,7
9143,GEMCITABINE,GELDANAMYCIN,NCIH2122,-8.9669823315,2
9144,GEMCITABINE,MK-5108,NCIH2122,-7.5433083713,6
9145,GEMCITABINE,SORAFENIB,NCIH2122,-6.3122093584000005,3
9146,L778123,AZD1775,NCIH2122,-0.0387405671,1
9147,L778123,BORTEZOMIB,NCIH2122,-10.9894631551,9
9148,L778123,DASATINIB,NCIH2122,-59.8521445899,7
9149,L778123,GEMCITABINE,NCIH2122,-1.596155099,1
9150,L778123,MK-8776,NCIH2122,-8.437759165900001,7
9151,L778123,VINORELBINE,NCIH2122,-27.1885243361,5
9152,LAPATINIB,ABT-888,NCIH2122,-4.8847177606,2
9153,LAPATINIB,DASATINIB,NCIH2122,-29.731672777,4
9154,LAPATINIB,MK-5108,NCIH2122,-11.369721535,9
9155,LAPATINIB,MK-8776,NCIH2122,-11.518258203199998,2
9156,LAPATINIB,OXALIPLATIN,NCIH2122,-17.1880816025,7
9157,METFORMIN,ABT-888,NCIH2122,-5.3562831294,8
9158,METFORMIN,AZD1775,NCIH2122,-0.8101595394,8
9159,METFORMIN,DASATINIB,NCIH2122,-65.7777045534,2
9160,METFORMIN,GELDANAMYCIN,NCIH2122,-11.343940948499998,4
9161,METFORMIN,MK-2206,NCIH2122,-2.1726734136,6
9162,METFORMIN,MK-8776,NCIH2122,-9.7912450327,6
9163,METFORMIN,PD325901,NCIH2122,-1.9299884223,5
9164,METFORMIN,TEMOZOLOMIDE,NCIH2122,-3.0577587769,5
9165,METHOTREXATE,AZD1775,NCIH2122,-1.4818624196,7
9166,METHOTREXATE,BEZ-235,NCIH2122,-11.0910692423,0
9167,METHOTREXATE,BORTEZOMIB,NCIH2122,-21.5114290513,6
9168,METHOTREXATE,ERLOTINIB,NCIH2122,-0.0181583928,7
9169,METHOTREXATE,GELDANAMYCIN,NCIH2122,-17.6456103451,4
9170,METHOTREXATE,L778123,NCIH2122,-13.5456963014,5
9171,METHOTREXATE,LAPATINIB,NCIH2122,-1.4088522638999998,0
9172,METHOTREXATE,MK-2206,NCIH2122,-3.5208054357,3
9173,METHOTREXATE,MK-5108,NCIH2122,-6.5572092474,2
9174,METHOTREXATE,MK-8669,NCIH2122,-1.4305164301,9
9175,METHOTREXATE,MK-8776,NCIH2122,-7.6173201262,2
9176,METHOTREXATE,PD325901,NCIH2122,-2.111996235,5
9177,METHOTREXATE,SORAFENIB,NCIH2122,-6.963778665,6
9178,METHOTREXATE,SUNITINIB,NCIH2122,-7.9905934091,3
9179,METHOTREXATE,TEMOZOLOMIDE,NCIH2122,-4.2349829798,1
9180,METHOTREXATE,ZOLINZA,NCIH2122,-12.5845787905,5
9181,MITOMYCINE,AZD1775,NCIH2122,-0.0437919078,4
9182,MITOMYCINE,BORTEZOMIB,NCIH2122,-27.361927343,6
9183,MITOMYCINE,DASATINIB,NCIH2122,-21.7114607429,5
9184,MITOMYCINE,DINACICLIB,NCIH2122,-2.8980931535,3
9185,MITOMYCINE,ERLOTINIB,NCIH2122,-50.558304974,8
9186,MITOMYCINE,GELDANAMYCIN,NCIH2122,-5.309040537,4
9187,MITOMYCINE,L778123,NCIH2122,-32.0622648914,6
9188,MITOMYCINE,MK-4827,NCIH2122,-4.5003333454000005,9
9189,MITOMYCINE,MK-5108,NCIH2122,-15.4474748264,2
9190,MITOMYCINE,SORAFENIB,NCIH2122,-50.010365971800006,8
9191,MITOMYCINE,SUNITINIB,NCIH2122,-1.7493304285,5
9192,MITOMYCINE,TEMOZOLOMIDE,NCIH2122,-7.895418433400001,7
9193,MK-2206,MK-8776,NCIH2122,-9.8153629149,6
9194,MK-2206,OXALIPLATIN,NCIH2122,-18.6583162173,3
9195,MK-4541,ABT-888,NCIH2122,-5.2434107152,5
9196,MK-4541,AZD1775,NCIH2122,-0.3903367009,4
9197,MK-4541,CYCLOPHOSPHAMIDE,NCIH2122,-2.7845243923000003,3
9198,MK-4541,DASATINIB,NCIH2122,-108.3448162439,7
9199,MK-4541,METFORMIN,NCIH2122,-7.2232875915,3
9200,MK-4541,MK-8776,NCIH2122,-18.4330883893,8
9201,MK-4541,PACLITAXEL,NCIH2122,-15.5426037535,3
9202,MK-4541,TEMOZOLOMIDE,NCIH2122,-9.3827858331,5
9203,MK-4541,VINBLASTINE,NCIH2122,-14.7396004639,8
9204,MK-4541,VINORELBINE,NCIH2122,-19.48779066,7
9205,MK-4827,ABT-888,NCIH2122,-3.193496465,3
9206,MK-4827,DASATINIB,NCIH2122,-48.853075973,4
9207,MK-4827,MK-8776,NCIH2122,-13.438113249350002,6
9208,MK-5108,BEZ-235,NCIH2122,-6.6121499761,6
9209,MK-5108,BORTEZOMIB,NCIH2122,-27.8083580879,0
9210,MK-5108,DASATINIB,NCIH2122,-63.7916214378,9
9211,MK-5108,DINACICLIB,NCIH2122,-13.3141073289,7
9212,MK-5108,ERLOTINIB,NCIH2122,-1.5278991869999998,1
9213,MK-5108,GELDANAMYCIN,NCIH2122,-16.1718539747,7
9214,MK-5108,MK-8669,NCIH2122,-1.4847131966,3
9215,MK-5108,MK-8776,NCIH2122,-17.1136357508,1
9216,MK-5108,OXALIPLATIN,NCIH2122,-3.5551533116000003,8
9217,MK-5108,PD325901,NCIH2122,-10.1646910992,0
